map,route,global_planner,task,global_plan_time_s,global_rrt_params,reactive_peds,jps_model,robot_in_jps,robot_radius_m,robot_height_m,collision_radius_m,params_file,sfm_controlled_steps,sfm_capture_events,psf_backend,psf_package_version,psf_robot_in_sim,psf_robot_mode,psf_robot_radius_m,psf_substeps_per_step,psf_substep_dt_s,psf_speed_calibration,psf_boundary_clamps,psf_capture_events,psf_layer_active_steps,psf_obstacle_resolution_pts_per_m,psf_robot_track_err_mean_m,psf_robot_track_err_p95_m,psf_robot_track_err_max_m,social_force_on_agents,social_force_on_robot,obstacle_force_on_robot,social_work,ped_affected_n,ped_delay_s_mean,ped_deflection_m_mean,ped_deflection_m_max,ped_personal_space_s_total,mode,algorithm,seed,success,termination_reason,sim_time_s,path_length_m,avg_speed_mps,min_pedestrian_distance_m,close_encounter_steps,planner_status_counts,planner_active_frac,collision,time_waiting_at_light_s,strict_sidewalk,walkable_clamped_steps,robot_as_person,num_legs,waypoints,goal_tol,persons_seen,global_plan_error
map3_grid,default,astar,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/rrt__g-astar.json,212,10,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,10,73,4.0,0.059,0.442,0.542,0.94,0.02,340.28,341.23,10,0.03,0.609,0.641,0.5,all,rrt,8,False,collision,155.5,114.17,0.734,0.215,19,"{'no_path': 12, 'path_found': 298}",0.9613,True,40.5,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [103.2, 55.2], [96.8, 55.2], [94.8, 53.2], [94.8, 46.8], [92.8, 45.8], [10.15, 45.8]]",1.0,135,
map3_grid,default,astar,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/rrt__g-astar.json,532,13,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,13,182,4.0,0.296,0.55,0.58,12.99,9.34,223.47,245.8,13,0.25,0.869,3.751,4.0,all,rrt,9,False,collision,196.5,155.22,0.79,0.197,9,"{'no_path': 12, 'path_found': 380}",0.9694,True,40.0,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [103.2, 55.2], [96.8, 55.2], [94.8, 53.2], [94.8, 46.8], [92.8, 45.8], [10.15, 45.8]]",1.0,172,
map3_grid,default,astar,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/sarl__g-astar.json,4088,89,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,89,795,4.0,0.463,0.745,0.954,1441.8,67.31,2397.98,3907.09,89,1.72,1.299,14.48,39.5,all,sarl,1,True,goal,527.0,328.22,0.623,0.498,137,{'sarl': 1054},1.0,False,66.0,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [103.2, 55.2], [96.8, 55.2], [94.8, 53.2], [94.8, 46.8], [92.8, 45.8], [10.15, 45.8]]",1.0,423,
map3_grid,default,astar,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/sarl__g-astar.json,4878,92,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,92,754,4.0,0.524,0.765,1.0,2334.42,65.5,2459.66,4859.59,91,1.32,0.874,7.911,43.0,all,sarl,10,False,collision,510.0,342.1,0.671,0.317,13,{'sarl': 1019},1.0,True,25.5,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [103.2, 55.2], [96.8, 55.2], [94.8, 53.2], [94.8, 46.8], [92.8, 45.8], [10.15, 45.8]]",1.0,418,
map3_grid,default,astar,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/sarl__g-astar.json,6379,99,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,99,914,4.0,0.487,0.709,0.957,3411.29,234.7,3980.3,7626.28,98,4.73,0.719,5.572,112.0,all,sarl,2,True,goal,528.0,330.27,0.626,0.503,158,{'sarl': 1056},1.0,False,52.0,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [103.2, 55.2], [96.8, 55.2], [94.8, 53.2], [94.8, 46.8], [92.8, 45.8], [10.15, 45.8]]",1.0,444,
map3_grid,default,astar,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/sarl__g-astar.json,59,2,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,2,59,4.0,0.557,0.557,0.599,0.01,0.01,257.71,257.73,2,0.0,0.613,0.641,0.0,all,sarl,3,False,collision,130.0,36.78,0.283,0.419,163,{'sarl': 259},1.0,True,12.5,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [103.2, 55.2], [96.8, 55.2], [94.8, 53.2], [94.8, 46.8], [92.8, 45.8], [10.15, 45.8]]",1.0,120,
map3_grid,default,astar,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/sarl__g-astar.json,357,7,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,7,207,4.0,0.521,0.676,0.811,21.51,3.6,896.13,921.24,7,2.14,0.641,0.643,2.0,all,sarl,4,False,collision,186.0,111.27,0.598,0.367,2,{'sarl': 371},1.0,True,23.0,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [103.2, 55.2], [96.8, 55.2], [94.8, 53.2], [94.8, 46.8], [92.8, 45.8], [10.15, 45.8]]",1.0,163,
map3_grid,default,astar,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/sarl__g-astar.json,5490,91,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,91,728,4.0,0.481,0.74,0.984,2502.58,176.63,2293.43,4972.63,91,4.86,1.747,36.875,89.5,all,sarl,5,True,goal,474.0,330.99,0.698,0.452,19,{'sarl': 948},1.0,False,36.0,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [103.2, 55.2], [96.8, 55.2], [94.8, 53.2], [94.8, 46.8], [92.8, 45.8], [10.15, 45.8]]",1.0,397,
map3_grid,default,astar,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/sarl__g-astar.json,4119,73,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,73,779,4.0,0.53,0.711,0.985,1468.99,74.3,2796.61,4339.9,73,2.4,1.93,27.249,40.5,all,sarl,6,True,goal,483.0,321.31,0.665,0.438,141,{'sarl': 966},1.0,False,24.5,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [103.2, 55.2], [96.8, 55.2], [94.8, 53.2], [94.8, 46.8], [92.8, 45.8], [10.15, 45.8]]",1.0,417,
map3_grid,default,astar,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/sarl__g-astar.json,684,17,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,17,212,4.0,0.486,0.706,0.979,129.81,13.85,957.63,1101.29,17,3.8,1.213,5.824,12.0,all,sarl,7,False,collision,233.5,122.46,0.524,0.41,6,{'sarl': 466},1.0,True,25.0,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [103.2, 55.2], [96.8, 55.2], [94.8, 53.2], [94.8, 46.8], [92.8, 45.8], [10.15, 45.8]]",1.0,191,
map3_grid,default,astar,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/sarl__g-astar.json,4952,99,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,99,820,4.0,0.478,0.786,0.992,1287.25,87.29,2508.58,3883.12,98,1.33,1.055,21.086,50.0,all,sarl,8,True,goal,535.5,350.77,0.655,0.429,83,{'sarl': 1071},1.0,False,42.5,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [103.2, 55.2], [96.8, 55.2], [94.8, 53.2], [94.8, 46.8], [92.8, 45.8], [10.15, 45.8]]",1.0,381,
map3_grid,default,astar,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/sarl__g-astar.json,13665,92,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,92,1220,4.0,0.549,0.709,0.976,15335.62,103.88,5235.18,20674.68,91,3.03,0.809,11.025,131.5,all,sarl,9,False,collision,768.0,349.3,0.455,0.351,180,{'sarl': 1535},1.0,True,45.0,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [103.2, 55.2], [96.8, 55.2], [94.8, 53.2], [94.8, 46.8], [92.8, 45.8], [10.15, 45.8]]",1.0,564,
map3_grid,default,astar,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/sarl_upstream__g-astar.json,994,35,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,35,290,4.0,0.394,0.931,0.986,125.94,12.51,809.77,948.23,35,0.18,1.378,7.941,7.0,all,sarl_upstream,1,False,collision,278.5,209.84,0.753,0.339,6,"{'goal_direct': 145, 'sarl_upstream': 411}",0.7392,True,57.5,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [103.2, 55.2], [96.8, 55.2], [94.8, 53.2], [94.8, 46.8], [92.8, 45.8], [10.15, 45.8]]",1.0,253,
map3_grid,default,astar,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/sarl_upstream__g-astar.json,3942,86,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,86,577,4.0,0.473,0.935,0.998,1894.64,49.59,1952.77,3896.99,84,2.18,0.775,4.49,31.0,all,sarl_upstream,10,True,goal,404.0,306.47,0.759,0.42,10,"{'goal_direct': 163, 'sarl_upstream': 645}",0.7983,False,74.0,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [103.2, 55.2], [96.8, 55.2], [94.8, 53.2], [94.8, 46.8], [92.8, 45.8], [10.15, 45.8]]",1.0,331,
map3_grid,default,astar,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/sarl_upstream__g-astar.json,1061,33,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,33,305,4.0,0.529,0.866,0.994,124.23,20.76,1028.99,1173.99,33,0.25,0.809,5.386,14.0,all,sarl_upstream,2,False,collision,241.0,201.78,0.837,0.38,5,"{'goal_direct': 33, 'sarl_upstream': 448}",0.9314,True,23.5,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [103.2, 55.2], [96.8, 55.2], [94.8, 53.2], [94.8, 46.8], [92.8, 45.8], [10.15, 45.8]]",1.0,228,
map3_grid,default,astar,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/sarl_upstream__g-astar.json,2085,45,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,45,545,4.0,0.384,0.909,0.988,606.95,33.06,1263.33,1903.33,45,2.25,0.996,14.644,13.5,all,sarl_upstream,3,True,goal,400.0,312.44,0.781,0.659,2,"{'goal_direct': 193, 'sarl_upstream': 607}",0.7588,False,76.5,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [103.2, 55.2], [96.8, 55.2], [94.8, 53.2], [94.8, 46.8], [92.8, 45.8], [10.15, 45.8]]",1.0,265,
map3_grid,default,astar,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/sarl_upstream__g-astar.json,3258,68,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,68,669,4.0,0.477,0.934,0.996,2395.19,52.45,2235.17,4682.82,68,2.14,0.703,3.694,28.0,all,sarl_upstream,4,True,goal,442.0,329.19,0.745,0.58,7,"{'goal_direct': 123, 'sarl_upstream': 761}",0.8609,False,66.5,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [103.2, 55.2], [96.8, 55.2], [94.8, 53.2], [94.8, 46.8], [92.8, 45.8], [10.15, 45.8]]",1.0,342,
map3_grid,default,astar,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/sarl_upstream__g-astar.json,2689,52,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,52,611,4.0,0.514,0.877,0.993,1096.1,63.25,1569.24,2728.59,52,1.89,1.655,18.717,43.5,all,sarl_upstream,5,True,goal,401.5,305.15,0.76,0.43,74,"{'goal_direct': 135, 'sarl_upstream': 668}",0.8319,False,50.5,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [103.2, 55.2], [96.8, 55.2], [94.8, 53.2], [94.8, 46.8], [92.8, 45.8], [10.15, 45.8]]",1.0,351,
map3_grid,default,astar,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/sarl_upstream__g-astar.json,42,2,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,2,42,4.0,0.797,0.977,0.977,0.06,0.06,182.99,183.11,2,0.01,0.636,0.641,0.0,all,sarl_upstream,6,False,collision,108.0,75.02,0.695,0.42,4,"{'goal_direct': 37, 'sarl_upstream': 178}",0.8279,True,12.5,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [103.2, 55.2], [96.8, 55.2], [94.8, 53.2], [94.8, 46.8], [92.8, 45.8], [10.15, 45.8]]",1.0,135,
map3_grid,default,astar,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/sarl_upstream__g-astar.json,2904,57,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,57,623,4.0,0.479,0.935,0.991,792.22,34.14,2067.59,2893.95,57,2.1,0.92,5.721,24.0,all,sarl_upstream,7,True,goal,410.5,307.63,0.749,0.443,12,"{'goal_direct': 183, 'sarl_upstream': 638}",0.7771,False,80.0,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [103.2, 55.2], [96.8, 55.2], [94.8, 53.2], [94.8, 46.8], [92.8, 45.8], [10.15, 45.8]]",1.0,290,
map3_grid,default,astar,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/sarl_upstream__g-astar.json,3453,77,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,77,551,4.0,0.488,0.909,0.999,1319.35,48.22,1200.36,2567.93,76,1.27,0.852,5.971,64.5,all,sarl_upstream,8,True,goal,397.0,307.37,0.774,0.476,26,"{'goal_direct': 158, 'sarl_upstream': 636}",0.801,False,49.0,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [103.2, 55.2], [96.8, 55.2], [94.8, 53.2], [94.8, 46.8], [92.8, 45.8], [10.15, 45.8]]",1.0,297,
map3_grid,default,astar,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/sarl_upstream__g-astar.json,3172,64,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,64,603,4.0,0.429,0.851,0.989,961.88,27.17,1114.59,2103.64,64,1.66,0.885,5.046,16.5,all,sarl_upstream,9,True,goal,401.0,315.89,0.788,0.421,24,"{'goal_direct': 111, 'sarl_upstream': 691}",0.8616,False,75.0,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [103.2, 55.2], [96.8, 55.2], [94.8, 53.2], [94.8, 46.8], [92.8, 45.8], [10.15, 45.8]]",1.0,302,
map3_grid,default,astar,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/teb__g-astar.json,21,2,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,2,19,4.0,0.013,0.092,0.092,0.04,0.04,1.05,1.14,2,0.03,0.617,0.642,1.0,all,teb,1,False,collision,120.0,103.71,0.864,0.267,5,{'teb_optimized': 239},1.0,True,11.0,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [103.2, 55.2], [96.8, 55.2], [94.8, 53.2], [94.8, 46.8], [92.8, 45.8], [10.15, 45.8]]",1.0,137,
map3_grid,default,astar,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/teb__g-astar.json,278,12,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,12,161,4.0,0.059,0.314,0.509,19.54,11.05,168.16,198.75,12,0.16,0.899,3.83,2.5,all,teb,10,False,collision,196.5,153.71,0.782,0.288,14,{'teb_optimized': 392},1.0,True,35.0,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [103.2, 55.2], [96.8, 55.2], [94.8, 53.2], [94.8, 46.8], [92.8, 45.8], [10.15, 45.8]]",1.0,170,
map3_grid,default,astar,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/teb__g-astar.json,0,0,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,0,0,4.0,,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,all,teb,2,False,collision,43.5,27.21,0.626,0.324,2,{'teb_optimized': 86},1.0,True,11.0,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [103.2, 55.2], [96.8, 55.2], [94.8, 53.2], [94.8, 46.8], [92.8, 45.8], [10.15, 45.8]]",1.0,83,
map3_grid,default,astar,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/teb__g-astar.json,37,3,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,3,33,4.0,0.015,0.097,0.109,2.92,2.92,2.84,8.67,3,0.28,0.635,0.645,1.0,all,teb,3,False,collision,116.0,99.71,0.86,0.406,5,{'teb_optimized': 231},1.0,True,11.0,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [103.2, 55.2], [96.8, 55.2], [94.8, 53.2], [94.8, 46.8], [92.8, 45.8], [10.15, 45.8]]",1.0,108,
map3_grid,default,astar,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/teb__g-astar.json,35,3,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,3,28,4.0,0.031,0.131,0.248,2.64,2.64,2.84,8.11,3,0.26,0.643,0.643,1.0,all,teb,4,False,collision,118.0,101.71,0.862,0.253,10,{'teb_optimized': 235},1.0,True,11.0,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [103.2, 55.2], [96.8, 55.2], [94.8, 53.2], [94.8, 46.8], [92.8, 45.8], [10.15, 45.8]]",1.0,129,
map3_grid,default,astar,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/teb__g-astar.json,30,3,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,3,14,4.0,0.029,0.105,0.105,2.55,2.55,2.25,7.35,3,0.22,0.642,0.646,1.0,all,teb,5,False,collision,118.0,101.71,0.862,0.297,7,{'teb_optimized': 235},1.0,True,11.0,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [103.2, 55.2], [96.8, 55.2], [94.8, 53.2], [94.8, 46.8], [92.8, 45.8], [10.15, 45.8]]",1.0,122,
map3_grid,default,astar,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/teb__g-astar.json,35,2,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,2,34,4.0,0.021,0.126,0.126,3.39,3.39,3.37,10.15,2,0.48,0.636,0.641,1.0,all,teb,6,False,collision,100.5,84.21,0.838,0.356,8,{'teb_optimized': 200},1.0,True,11.0,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [103.2, 55.2], [96.8, 55.2], [94.8, 53.2], [94.8, 46.8], [92.8, 45.8], [10.15, 45.8]]",1.0,130,
map3_grid,default,astar,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/teb__g-astar.json,373,13,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,13,172,4.0,0.056,0.321,0.516,16.85,10.67,261.7,289.23,13,0.21,0.639,0.649,2.5,all,teb,7,False,collision,186.0,143.17,0.77,0.292,14,{'teb_optimized': 371},1.0,True,35.5,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [103.2, 55.2], [96.8, 55.2], [94.8, 53.2], [94.8, 46.8], [92.8, 45.8], [10.15, 45.8]]",1.0,151,
map3_grid,default,astar,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/teb__g-astar.json,3,2,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,2,2,4.0,0.016,0.03,0.03,0.0,0.0,0.17,0.17,2,0.0,0.51,0.603,0.5,all,teb,8,False,collision,120.0,103.71,0.864,0.253,7,{'teb_optimized': 239},1.0,True,11.0,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [103.2, 55.2], [96.8, 55.2], [94.8, 53.2], [94.8, 46.8], [92.8, 45.8], [10.15, 45.8]]",1.0,120,
map3_grid,default,astar,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/teb__g-astar.json,0,0,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,0,0,4.0,,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,all,teb,9,False,collision,42.0,25.7,0.612,0.361,1,{'teb_optimized': 83},1.0,True,11.0,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [103.2, 55.2], [96.8, 55.2], [94.8, 53.2], [94.8, 46.8], [92.8, 45.8], [10.15, 45.8]]",1.0,65,
map3_grid,default,astar,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/teb_upstream__g-astar.json,19,2,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,2,18,4.0,0.03,0.095,0.095,0.0,0.0,1.78,1.78,2,0.0,0.5,0.642,0.5,all,teb_upstream,1,False,collision,119.5,104.86,0.877,0.224,4,{'teb_upstream': 238},1.0,True,11.5,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [103.2, 55.2], [96.8, 55.2], [94.8, 53.2], [94.8, 46.8], [92.8, 45.8], [10.15, 45.8]]",1.0,136,
map3_grid,default,astar,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/teb_upstream__g-astar.json,45,3,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,3,17,4.0,0.054,0.169,0.169,3.19,3.16,3.68,10.03,3,0.29,0.641,0.643,1.0,all,teb_upstream,10,False,collision,91.5,76.86,0.84,0.219,1,{'teb_upstream': 182},1.0,True,11.5,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [103.2, 55.2], [96.8, 55.2], [94.8, 53.2], [94.8, 46.8], [92.8, 45.8], [10.15, 45.8]]",1.0,88,
map3_grid,default,astar,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/teb_upstream__g-astar.json,106,4,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,4,33,4.0,0.039,0.233,0.305,14.94,1.76,4.74,21.44,4,0.13,0.639,0.655,1.0,all,teb_upstream,2,False,collision,109.0,93.53,0.858,0.392,6,{'teb_upstream': 217},1.0,True,11.5,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [103.2, 55.2], [96.8, 55.2], [94.8, 53.2], [94.8, 46.8], [92.8, 45.8], [10.15, 45.8]]",1.0,135,
map3_grid,default,astar,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/teb_upstream__g-astar.json,36,3,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,3,33,4.0,0.038,0.098,0.253,2.6,2.6,5.51,10.72,3,0.21,0.636,0.647,1.0,all,teb_upstream,3,False,collision,115.5,100.86,0.873,0.208,3,{'teb_upstream': 230},1.0,True,11.5,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [103.2, 55.2], [96.8, 55.2], [94.8, 53.2], [94.8, 46.8], [92.8, 45.8], [10.15, 45.8]]",1.0,107,
