map,route,global_planner,task,global_plan_time_s,global_rrt_params,reactive_peds,jps_model,robot_in_jps,robot_radius_m,robot_height_m,collision_radius_m,params_file,sfm_controlled_steps,sfm_capture_events,psf_backend,psf_package_version,psf_robot_in_sim,psf_robot_mode,psf_robot_radius_m,psf_substeps_per_step,psf_substep_dt_s,psf_speed_calibration,psf_boundary_clamps,psf_capture_events,psf_layer_active_steps,psf_obstacle_resolution_pts_per_m,psf_robot_track_err_mean_m,psf_robot_track_err_p95_m,psf_robot_track_err_max_m,social_force_on_agents,social_force_on_robot,obstacle_force_on_robot,social_work,ped_affected_n,ped_delay_s_mean,ped_deflection_m_mean,ped_deflection_m_max,ped_personal_space_s_total,mode,algorithm,seed,success,termination_reason,sim_time_s,path_length_m,avg_speed_mps,min_pedestrian_distance_m,close_encounter_steps,planner_status_counts,planner_active_frac,collision,time_waiting_at_light_s,strict_sidewalk,walkable_clamped_steps,robot_as_person,num_legs,waypoints,goal_tol,persons_seen,global_plan_error
map3_grid,default,astar,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/teb_upstream__g-astar.json,33,3,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,3,27,4.0,0.041,0.108,0.357,2.44,2.44,4.56,9.44,3,0.2,0.644,0.649,1.0,all,teb_upstream,4,False,collision,117.5,102.8,0.875,0.39,9,{'teb_upstream': 234},1.0,True,11.5,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [103.2, 55.2], [96.8, 55.2], [94.8, 53.2], [94.8, 46.8], [92.8, 45.8], [10.15, 45.8]]",1.0,127,
map3_grid,default,astar,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/teb_upstream__g-astar.json,30,3,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,3,14,4.0,0.045,0.111,0.111,1.9,1.9,2.85,6.64,3,0.19,0.644,0.651,1.0,all,teb_upstream,5,False,collision,118.0,103.36,0.876,0.392,6,{'teb_upstream': 235},1.0,True,11.5,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [103.2, 55.2], [96.8, 55.2], [94.8, 53.2], [94.8, 46.8], [92.8, 45.8], [10.15, 45.8]]",1.0,122,
map3_grid,default,astar,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/teb_upstream__g-astar.json,99,7,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,7,64,4.0,0.064,0.212,0.296,11.34,9.86,14.85,36.06,7,0.43,0.638,0.651,5.0,all,teb_upstream,6,False,collision,118.5,103.3,0.872,0.282,10,{'teb_upstream': 236},1.0,True,11.5,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [103.2, 55.2], [96.8, 55.2], [94.8, 53.2], [94.8, 46.8], [92.8, 45.8], [10.15, 45.8]]",1.0,138,
map3_grid,default,astar,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/teb_upstream__g-astar.json,79,7,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,7,33,4.0,0.034,0.111,0.214,7.45,2.65,4.45,14.54,7,0.1,0.873,2.243,1.0,all,teb_upstream,7,False,collision,116.0,101.36,0.874,0.321,2,{'teb_upstream': 231},1.0,True,11.5,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [103.2, 55.2], [96.8, 55.2], [94.8, 53.2], [94.8, 46.8], [92.8, 45.8], [10.15, 45.8]]",1.0,106,
map3_grid,default,astar,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/teb_upstream__g-astar.json,3,2,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,2,2,4.0,0.066,0.082,0.082,0.0,0.0,0.26,0.26,2,0.0,0.514,0.603,0.5,all,teb_upstream,8,False,collision,120.0,105.36,0.878,0.393,7,{'teb_upstream': 239},1.0,True,11.5,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [103.2, 55.2], [96.8, 55.2], [94.8, 53.2], [94.8, 46.8], [92.8, 45.8], [10.15, 45.8]]",1.0,120,
map3_grid,default,astar,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/teb_upstream__g-astar.json,59,4,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,4,23,4.0,0.085,0.25,0.348,6.17,6.13,7.25,19.55,4,0.38,0.64,0.642,1.5,all,teb_upstream,9,False,collision,95.5,80.77,0.846,0.323,6,{'teb_upstream': 190},1.0,True,11.5,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [103.2, 55.2], [96.8, 55.2], [94.8, 53.2], [94.8, 46.8], [92.8, 45.8], [10.15, 45.8]]",1.0,105,
map3_grid,default,dijkstra,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/astar__g-dijkstra.json,2229,66,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,66,499,4.0,0.288,0.599,0.709,529.25,14.3,1056.84,1600.39,66,0.99,1.147,7.904,12.5,all,astar,1,True,goal,385.5,300.06,0.778,0.449,19,"{'no_path': 5, 'path_found': 766}",0.9935,False,82.5,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [105.2, 53.2], [105.2, 46.8], [103.2, 44.8], [96.8, 44.8], [92.8, 45.8], [10.15, 45.8]]",1.0,321,
map3_grid,default,dijkstra,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/astar__g-dijkstra.json,626,22,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,22,244,4.0,0.392,0.599,0.637,52.11,12.09,566.02,630.22,22,0.22,0.818,4.232,12.5,all,astar,10,False,collision,239.0,197.26,0.825,0.3,20,{'path_found': 477},1.0,True,40.5,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [105.2, 53.2], [105.2, 46.8], [103.2, 44.8], [96.8, 44.8], [92.8, 45.8], [10.15, 45.8]]",1.0,204,
map3_grid,default,dijkstra,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/astar__g-dijkstra.json,115,5,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,5,46,4.0,0.255,0.256,0.256,4.77,2.89,4.46,12.13,5,0.22,0.638,0.671,2.5,all,astar,2,False,collision,114.5,101.18,0.884,0.406,10,{'path_found': 228},1.0,True,12.5,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [105.2, 53.2], [105.2, 46.8], [103.2, 44.8], [96.8, 44.8], [92.8, 45.8], [10.15, 45.8]]",1.0,140,
map3_grid,default,dijkstra,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/astar__g-dijkstra.json,1704,31,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,31,406,4.0,0.279,0.599,0.718,776.87,17.95,908.03,1702.85,31,3.44,1.64,8.929,8.5,all,astar,3,False,collision,307.0,220.86,0.719,0.411,28,{'path_found': 613},1.0,True,84.0,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [105.2, 53.2], [105.2, 46.8], [103.2, 44.8], [96.8, 44.8], [92.8, 45.8], [10.15, 45.8]]",1.0,208,
map3_grid,default,dijkstra,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/astar__g-dijkstra.json,1268,33,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,33,350,4.0,0.317,0.615,0.703,206.48,14.93,1036.52,1257.94,33,2.82,1.258,7.935,15.5,all,astar,4,False,collision,279.5,210.27,0.752,0.386,24,{'path_found': 558},1.0,True,67.5,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [105.2, 53.2], [105.2, 46.8], [103.2, 44.8], [96.8, 44.8], [92.8, 45.8], [10.15, 45.8]]",1.0,229,
map3_grid,default,dijkstra,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/astar__g-dijkstra.json,759,30,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,30,268,4.0,0.422,0.599,0.711,111.29,6.62,1027.01,1144.93,30,0.61,2.246,41.71,5.5,all,astar,5,False,collision,245.5,198.26,0.808,0.318,17,"{'no_path': 15, 'path_found': 475}",0.9694,True,42.5,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [105.2, 53.2], [105.2, 46.8], [103.2, 44.8], [96.8, 44.8], [92.8, 45.8], [10.15, 45.8]]",1.0,228,
map3_grid,default,dijkstra,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/astar__g-dijkstra.json,34,2,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,2,33,4.0,0.166,0.274,0.422,3.03,3.03,6.75,12.82,2,0.33,0.636,0.642,1.0,all,astar,6,False,collision,99.0,85.68,0.865,0.4,7,{'path_found': 197},1.0,True,12.5,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [105.2, 53.2], [105.2, 46.8], [103.2, 44.8], [96.8, 44.8], [92.8, 45.8], [10.15, 45.8]]",1.0,130,
map3_grid,default,dijkstra,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/astar__g-dijkstra.json,70,7,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,7,31,4.0,0.246,0.262,0.28,5.15,0.92,4.43,10.5,7,0.05,0.774,1.744,1.0,all,astar,7,False,collision,115.0,101.68,0.884,0.135,3,{'path_found': 229},1.0,True,12.5,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [105.2, 53.2], [105.2, 46.8], [103.2, 44.8], [96.8, 44.8], [92.8, 45.8], [10.15, 45.8]]",1.0,106,
map3_grid,default,dijkstra,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/astar__g-dijkstra.json,203,9,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,9,70,4.0,0.095,0.636,0.7,0.87,0.0,704.46,705.33,9,0.03,0.63,0.641,0.0,all,astar,8,False,collision,154.0,112.65,0.732,0.383,13,{'path_found': 307},1.0,True,40.5,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [105.2, 53.2], [105.2, 46.8], [103.2, 44.8], [96.8, 44.8], [92.8, 45.8], [10.15, 45.8]]",1.0,135,
map3_grid,default,dijkstra,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/astar__g-dijkstra.json,989,19,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,19,275,4.0,0.432,0.6,0.621,83.26,8.58,491.71,583.55,19,0.86,1.263,5.192,10.0,all,astar,9,False,collision,242.5,198.04,0.817,0.296,23,"{'no_path': 1, 'path_found': 483}",0.9979,True,43.0,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [105.2, 53.2], [105.2, 46.8], [103.2, 44.8], [96.8, 44.8], [92.8, 45.8], [10.15, 45.8]]",1.0,207,
map3_grid,default,dijkstra,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/cadrl__g-dijkstra.json,513,23,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,23,198,4.0,0.306,0.64,0.799,30.3,2.97,853.85,887.11,23,0.11,1.052,6.878,5.5,all,cadrl,1,False,collision,236.5,197.6,0.836,0.416,8,{'cadrl': 472},1.0,True,37.5,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [105.2, 53.2], [105.2, 46.8], [103.2, 44.8], [96.8, 44.8], [92.8, 45.8], [10.15, 45.8]]",1.0,221,
map3_grid,default,dijkstra,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/cadrl__g-dijkstra.json,635,24,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,24,248,4.0,0.456,0.714,0.868,58.88,10.9,1130.34,1200.11,24,0.22,0.788,4.433,11.0,all,cadrl,10,False,collision,240.5,199.25,0.828,0.411,16,{'cadrl': 480},1.0,True,39.5,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [105.2, 53.2], [105.2, 46.8], [103.2, 44.8], [96.8, 44.8], [92.8, 45.8], [10.15, 45.8]]",1.0,206,
map3_grid,default,dijkstra,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/cadrl__g-dijkstra.json,158,7,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,7,54,4.0,0.529,0.681,0.74,22.4,11.09,147.45,180.94,7,1.2,0.729,1.224,12.0,all,cadrl,2,False,collision,119.5,106.78,0.894,0.388,27,{'cadrl': 238},1.0,True,11.5,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [105.2, 53.2], [105.2, 46.8], [103.2, 44.8], [96.8, 44.8], [92.8, 45.8], [10.15, 45.8]]",1.0,145,
map3_grid,default,dijkstra,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/cadrl__g-dijkstra.json,1035,22,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,22,306,4.0,0.291,0.612,0.854,230.27,6.87,1006.29,1243.44,22,0.5,1.798,6.075,4.0,all,cadrl,3,False,collision,257.0,208.25,0.81,0.416,19,{'cadrl': 513},1.0,True,47.0,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [105.2, 53.2], [105.2, 46.8], [103.2, 44.8], [96.8, 44.8], [92.8, 45.8], [10.15, 45.8]]",1.0,179,
map3_grid,default,dijkstra,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/cadrl__g-dijkstra.json,2790,66,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,66,570,4.0,0.346,0.697,0.869,649.51,50.98,1731.72,2432.21,66,2.41,0.838,6.926,39.5,all,cadrl,4,True,goal,390.0,306.74,0.787,0.433,46,{'cadrl': 780},1.0,False,79.5,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [105.2, 53.2], [105.2, 46.8], [103.2, 44.8], [96.8, 44.8], [92.8, 45.8], [10.15, 45.8]]",1.0,300,
map3_grid,default,dijkstra,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/cadrl__g-dijkstra.json,623,22,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,22,236,4.0,0.351,0.629,0.879,82.68,3.41,985.83,1071.92,22,0.06,2.899,43.872,3.0,all,cadrl,5,False,collision,229.5,188.85,0.823,0.387,8,{'cadrl': 458},1.0,True,39.5,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [105.2, 53.2], [105.2, 46.8], [103.2, 44.8], [96.8, 44.8], [92.8, 45.8], [10.15, 45.8]]",1.0,216,
map3_grid,default,dijkstra,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/cadrl__g-dijkstra.json,3124,74,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,74,589,4.0,0.348,0.68,0.86,1395.66,44.89,1311.01,2751.56,74,3.25,0.728,4.597,32.0,all,cadrl,6,True,goal,387.5,305.02,0.787,0.492,41,{'cadrl': 775},1.0,False,80.5,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [105.2, 53.2], [105.2, 46.8], [103.2, 44.8], [96.8, 44.8], [92.8, 45.8], [10.15, 45.8]]",1.0,341,
map3_grid,default,dijkstra,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/cadrl__g-dijkstra.json,1377,32,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,32,368,4.0,0.252,0.636,0.772,258.49,11.34,441.89,711.73,32,1.41,1.02,5.757,5.5,all,cadrl,7,False,collision,283.0,218.47,0.772,0.401,16,{'cadrl': 565},1.0,True,62.5,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [105.2, 53.2], [105.2, 46.8], [103.2, 44.8], [96.8, 44.8], [92.8, 45.8], [10.15, 45.8]]",1.0,214,
map3_grid,default,dijkstra,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/cadrl__g-dijkstra.json,491,15,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,15,144,4.0,0.23,0.618,0.838,11.32,8.5,550.59,570.41,15,0.24,0.638,0.697,5.0,all,cadrl,8,False,collision,191.0,151.35,0.792,0.417,15,{'cadrl': 381},1.0,True,38.0,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [105.2, 53.2], [105.2, 46.8], [103.2, 44.8], [96.8, 44.8], [92.8, 45.8], [10.15, 45.8]]",1.0,155,
map3_grid,default,dijkstra,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/cadrl__g-dijkstra.json,3297,69,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,69,570,4.0,0.314,0.676,0.954,1150.94,30.38,1143.71,2325.02,69,1.3,0.945,5.918,21.5,all,cadrl,9,True,goal,388.0,307.08,0.791,0.421,46,{'cadrl': 776},1.0,False,76.0,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [105.2, 53.2], [105.2, 46.8], [103.2, 44.8], [96.8, 44.8], [92.8, 45.8], [10.15, 45.8]]",1.0,298,
map3_grid,default,dijkstra,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/cadrl_upstream__g-dijkstra.json,1597,38,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,38,282,4.0,0.647,0.982,0.995,302.89,22.76,770.03,1095.68,38,0.71,2.142,35.079,21.0,all,cadrl_upstream,1,False,collision,285.0,219.22,0.769,0.293,26,"{'cadrl_upstream': 421, 'goal_direct': 148}",0.7399,True,11.0,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [105.2, 53.2], [105.2, 46.8], [103.2, 44.8], [96.8, 44.8], [92.8, 45.8], [10.15, 45.8]]",1.0,254,
map3_grid,default,dijkstra,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/cadrl_upstream__g-dijkstra.json,1996,38,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,38,292,4.0,0.65,0.984,0.994,607.78,33.86,1006.1,1647.74,37,2.87,1.439,8.044,47.0,all,cadrl_upstream,10,False,collision,287.5,210.78,0.733,0.407,43,"{'cadrl_upstream': 413, 'goal_direct': 161}",0.7195,True,16.0,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [105.2, 53.2], [105.2, 46.8], [103.2, 44.8], [96.8, 44.8], [92.8, 45.8], [10.15, 45.8]]",1.0,244,
map3_grid,default,dijkstra,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/cadrl_upstream__g-dijkstra.json,1615,40,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,40,506,4.0,0.655,1.0,1.0,193.57,41.95,1503.3,1738.82,40,1.69,1.472,12.89,31.0,all,cadrl_upstream,2,False,collision,332.0,131.7,0.397,0.169,24,"{'cadrl_upstream': 626, 'goal_direct': 37}",0.9442,True,24.5,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [105.2, 53.2], [105.2, 46.8], [103.2, 44.8], [96.8, 44.8], [92.8, 45.8], [10.15, 45.8]]",1.0,292,
map3_grid,default,dijkstra,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/cadrl_upstream__g-dijkstra.json,5414,65,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,65,782,4.0,0.55,0.986,1.0,1903.87,51.86,2189.0,4144.74,65,2.55,1.1,8.433,55.0,all,cadrl_upstream,3,True,goal,495.0,331.57,0.67,0.466,30,"{'cadrl_upstream': 865, 'goal_direct': 125}",0.8737,False,39.0,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [105.2, 53.2], [105.2, 46.8], [103.2, 44.8], [96.8, 44.8], [92.8, 45.8], [10.15, 45.8]]",1.0,317,
map3_grid,default,dijkstra,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/cadrl_upstream__g-dijkstra.json,1989,48,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,48,538,4.0,0.542,0.982,0.995,492.52,58.79,2188.54,2739.85,46,2.8,0.995,8.998,41.0,all,cadrl_upstream,4,False,collision,356.0,240.19,0.675,0.298,29,"{'cadrl_upstream': 631, 'goal_direct': 80}",0.8875,True,30.5,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [105.2, 53.2], [105.2, 46.8], [103.2, 44.8], [96.8, 44.8], [92.8, 45.8], [10.15, 45.8]]",1.0,279,
map3_grid,default,dijkstra,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/cadrl_upstream__g-dijkstra.json,2526,48,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,48,480,4.0,0.652,0.995,0.995,506.9,74.44,1185.91,1767.25,48,1.79,1.589,21.875,64.5,all,cadrl_upstream,5,False,collision,349.0,194.89,0.558,0.388,50,"{'cadrl_upstream': 607, 'goal_direct': 90}",0.8709,True,12.5,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [105.2, 53.2], [105.2, 46.8], [103.2, 44.8], [96.8, 44.8], [92.8, 45.8], [10.15, 45.8]]",1.0,314,
map3_grid,default,dijkstra,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/cadrl_upstream__g-dijkstra.json,460,12,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,12,177,4.0,0.792,0.974,0.994,69.15,24.34,615.77,709.25,12,1.8,0.652,0.755,30.0,all,cadrl_upstream,6,False,collision,184.0,98.33,0.534,0.337,45,"{'cadrl_upstream': 329, 'goal_direct': 38}",0.8965,True,1.0,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [105.2, 53.2], [105.2, 46.8], [103.2, 44.8], [96.8, 44.8], [92.8, 45.8], [10.15, 45.8]]",1.0,186,
map3_grid,default,dijkstra,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/cadrl_upstream__g-dijkstra.json,5201,85,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,85,765,4.0,0.588,0.981,0.991,2455.84,53.01,2071.81,4580.66,84,2.14,0.913,7.538,44.0,all,cadrl_upstream,7,True,goal,484.5,344.21,0.71,0.497,57,"{'cadrl_upstream': 811, 'goal_direct': 158}",0.8369,False,53.5,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [105.2, 53.2], [105.2, 46.8], [103.2, 44.8], [96.8, 44.8], [92.8, 45.8], [10.15, 45.8]]",1.0,331,
map3_grid,default,dijkstra,t06,0.0,,pysf,,True,0.25,1.0,0.42,configs/cadrl_upstream__g-dijkstra.json,1449,36,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,36,294,4.0,0.664,0.984,1.0,325.72,33.22,867.51,1226.45,36,1.26,0.699,2.45,32.5,all,cadrl_upstream,8,False,collision,268.5,199.52,0.743,0.403,27,"{'cadrl_upstream': 378, 'goal_direct': 158}",0.7052,True,12.5,,0,False,14,"[[210.0, 154.2], [205.2, 153.2], [205.2, 146.8], [203.2, 144.8], [196.8, 144.8], [195.8, 142.8], [195.8, 57.2], [192.8, 54.2], [107.2, 54.2], [105.2, 53.2], [105.2, 46.8], [103.2, 44.8], [96.8, 44.8], [92.8, 45.8], [10.15, 45.8]]",1.0,207,
